feature_path,emotion,split
features_logmel\train\2376.npy,angry,train
features_logmel\train\2377.npy,neutral,train
features_logmel\train\2378.npy,happy,train
features_logmel\train\2379.npy,happy,train
features_logmel\train\2380.npy,happy,train
features_logmel\train\2381.npy,neutral,train
features_logmel\train\2382.npy,sad,train
features_logmel\train\2383.npy,sad,train
features_logmel\train\2384.npy,sad,train
features_logmel\train\2385.npy,neutral,train
features_logmel\train\2386.npy,angry,train
features_logmel\train\2387.npy,neutral,train
features_logmel\train\2388.npy,neutral,train
features_logmel\train\2389.npy,neutral,train
features_logmel\train\2390.npy,sad,train
features_logmel\train\2391.npy,neutral,train
features_logmel\train\2392.npy,sad,train
features_logmel\train\2393.npy,happy,train
features_logmel\train\2394.npy,happy,train
features_logmel\train\2395.npy,happy,train
features_logmel\train\2396.npy,happy,train
features_logmel\train\2397.npy,sad,train
features_logmel\train\2398.npy,angry,train
features_logmel\train\2399.npy,neutral,train
features_logmel\train\2400.npy,neutral,train
features_logmel\train\2401.npy,angry,train
features_logmel\train\2402.npy,angry,train
features_logmel\train\2403.npy,neutral,train
features_logmel\train\2404.npy,sad,train
features_logmel\train\2405.npy,sad,train
features_logmel\train\2406.npy,neutral,train
features_logmel\train\2407.npy,angry,train
features_logmel\train\2408.npy,happy,train
features_logmel\train\2409.npy,sad,train
features_logmel\train\2410.npy,neutral,train
features_logmel\train\2411.npy,happy,train
features_logmel\train\2412.npy,sad,train
features_logmel\train\2413.npy,happy,train
features_logmel\train\2414.npy,neutral,train
features_logmel\train\2415.npy,neutral,train
features_logmel\train\2416.npy,sad,train
features_logmel\train\2417.npy,neutral,train
features_logmel\train\2418.npy,neutral,train
features_logmel\train\2419.npy,angry,train
features_logmel\train\2420.npy,neutral,train
features_logmel\train\2421.npy,neutral,train
features_logmel\train\2422.npy,angry,train
features_logmel\train\2423.npy,angry,train
features_logmel\train\2424.npy,sad,train
features_logmel\train\2425.npy,angry,train
features_logmel\train\2426.npy,neutral,train
features_logmel\train\2427.npy,angry,train
features_logmel\train\2428.npy,neutral,train
features_logmel\train\2429.npy,neutral,train
features_logmel\train\2430.npy,happy,train
features_logmel\train\2431.npy,sad,train
features_logmel\train\2432.npy,happy,train
features_logmel\train\2433.npy,neutral,train
features_logmel\train\2434.npy,sad,train
features_logmel\train\2435.npy,neutral,train
features_logmel\train\2436.npy,neutral,train
features_logmel\train\2437.npy,neutral,train
features_logmel\train\2438.npy,angry,train
features_logmel\train\2439.npy,sad,train
features_logmel\train\2440.npy,angry,train
features_logmel\train\2441.npy,happy,train
features_logmel\train\2442.npy,sad,train
features_logmel\train\2443.npy,angry,train
features_logmel\train\2444.npy,angry,train
features_logmel\train\2445.npy,happy,train
features_logmel\train\2446.npy,happy,train
features_logmel\train\2447.npy,neutral,train
features_logmel\train\2448.npy,happy,train
features_logmel\train\2449.npy,happy,train
features_logmel\train\2450.npy,happy,train
features_logmel\train\2451.npy,sad,train
features_logmel\train\2452.npy,neutral,train
features_logmel\train\2453.npy,sad,train
features_logmel\train\2454.npy,angry,train
features_logmel\train\2455.npy,angry,train
features_logmel\train\2456.npy,sad,train
features_logmel\train\2457.npy,sad,train
features_logmel\train\2458.npy,neutral,train
features_logmel\train\2459.npy,neutral,train
features_logmel\train\2460.npy,happy,train
features_logmel\train\2461.npy,neutral,train
features_logmel\train\2462.npy,happy,train
features_logmel\train\2463.npy,sad,train
features_logmel\train\2464.npy,angry,train
features_logmel\train\2465.npy,sad,train
features_logmel\train\2466.npy,neutral,train
features_logmel\train\2467.npy,sad,train
features_logmel\train\2468.npy,neutral,train
features_logmel\train\2469.npy,happy,train
features_logmel\train\2470.npy,angry,train
features_logmel\train\2471.npy,happy,train
features_logmel\train\2472.npy,sad,train
features_logmel\train\2473.npy,sad,train
features_logmel\train\2474.npy,angry,train
features_logmel\train\2475.npy,happy,train
features_logmel\train\2476.npy,angry,train
features_logmel\train\2477.npy,neutral,train
features_logmel\train\2478.npy,happy,train
features_logmel\train\2479.npy,angry,train
features_logmel\train\2480.npy,sad,train
features_logmel\train\2481.npy,happy,train
features_logmel\train\2482.npy,neutral,train
features_logmel\train\2483.npy,neutral,train
features_logmel\train\2484.npy,happy,train
features_logmel\train\2485.npy,sad,train
features_logmel\train\2486.npy,neutral,train
features_logmel\train\2487.npy,happy,train
features_logmel\train\2488.npy,neutral,train
features_logmel\train\2489.npy,sad,train
features_logmel\train\2490.npy,happy,train
features_logmel\train\2491.npy,sad,train
features_logmel\train\2492.npy,sad,train
features_logmel\train\2493.npy,angry,train
features_logmel\train\2494.npy,happy,train
features_logmel\train\2495.npy,angry,train
features_logmel\train\2496.npy,angry,train
features_logmel\train\2497.npy,neutral,train
features_logmel\train\2498.npy,neutral,train
features_logmel\train\2499.npy,sad,train
features_logmel\train\2500.npy,happy,train
features_logmel\train\2501.npy,angry,train
features_logmel\train\2502.npy,happy,train
features_logmel\train\2503.npy,sad,train
features_logmel\train\2504.npy,angry,train
features_logmel\train\2505.npy,happy,train
features_logmel\train\2506.npy,sad,train
features_logmel\train\2507.npy,happy,train
features_logmel\train\2508.npy,angry,train
features_logmel\train\2509.npy,angry,train
features_logmel\train\2510.npy,neutral,train
features_logmel\train\2511.npy,neutral,train
features_logmel\train\2512.npy,happy,train
features_logmel\train\2513.npy,sad,train
features_logmel\train\2514.npy,angry,train
features_logmel\train\2515.npy,happy,train
features_logmel\train\2516.npy,happy,train
features_logmel\train\2517.npy,neutral,train
features_logmel\train\2518.npy,neutral,train
features_logmel\train\2519.npy,sad,train
features_logmel\train\2520.npy,neutral,train
features_logmel\train\2521.npy,sad,train
features_logmel\train\2522.npy,neutral,train
features_logmel\train\2523.npy,sad,train
features_logmel\train\2524.npy,neutral,train
features_logmel\train\2525.npy,angry,train
features_logmel\train\2526.npy,happy,train
features_logmel\train\2527.npy,neutral,train
features_logmel\train\2528.npy,neutral,train
features_logmel\train\2529.npy,sad,train
features_logmel\train\2530.npy,sad,train
features_logmel\train\2531.npy,angry,train
features_logmel\train\2532.npy,neutral,train
features_logmel\train\2533.npy,neutral,train
features_logmel\train\2534.npy,neutral,train
features_logmel\train\2535.npy,happy,train
features_logmel\train\2536.npy,angry,train
features_logmel\train\2537.npy,sad,train
features_logmel\train\2538.npy,sad,train
features_logmel\train\2539.npy,happy,train
features_logmel\train\2540.npy,angry,train
features_logmel\train\2541.npy,happy,train
features_logmel\train\2542.npy,angry,train
features_logmel\train\2543.npy,neutral,train
features_logmel\train\2544.npy,angry,train
features_logmel\train\2545.npy,angry,train
features_logmel\train\2546.npy,neutral,train
features_logmel\train\2547.npy,sad,train
features_logmel\train\2548.npy,neutral,train
features_logmel\train\2549.npy,happy,train
features_logmel\train\2550.npy,happy,train
features_logmel\train\2551.npy,sad,train
features_logmel\train\2552.npy,neutral,train
features_logmel\train\2553.npy,happy,train
features_logmel\train\2554.npy,angry,train
features_logmel\train\2555.npy,happy,train
features_logmel\train\2556.npy,happy,train
features_logmel\train\2557.npy,sad,train
features_logmel\train\2558.npy,happy,train
features_logmel\train\2559.npy,angry,train
features_logmel\train\2560.npy,angry,train
features_logmel\train\2561.npy,happy,train
features_logmel\train\2562.npy,happy,train
features_logmel\train\2563.npy,sad,train
features_logmel\train\2564.npy,happy,train
features_logmel\train\2565.npy,neutral,train
features_logmel\train\2566.npy,neutral,train
features_logmel\train\2567.npy,angry,train
features_logmel\train\2568.npy,happy,train
features_logmel\train\2569.npy,happy,train
features_logmel\train\2570.npy,sad,train
features_logmel\train\2571.npy,happy,train
features_logmel\train\2572.npy,sad,train
features_logmel\train\2573.npy,angry,train
features_logmel\train\2574.npy,angry,train
features_logmel\train\2575.npy,sad,train
features_logmel\train\2576.npy,neutral,train
features_logmel\train\2577.npy,sad,train
features_logmel\train\2578.npy,angry,train
features_logmel\train\2579.npy,neutral,train
features_logmel\train\2580.npy,angry,train
features_logmel\train\2581.npy,happy,train
features_logmel\train\2582.npy,happy,train
features_logmel\train\2583.npy,happy,train
features_logmel\train\2584.npy,happy,train
features_logmel\train\2585.npy,neutral,train
features_logmel\train\2586.npy,sad,train
features_logmel\train\2587.npy,happy,train
features_logmel\train\2588.npy,neutral,train
features_logmel\train\2589.npy,neutral,train
features_logmel\train\2590.npy,neutral,train
features_logmel\train\2591.npy,sad,train
features_logmel\train\2592.npy,neutral,train
features_logmel\train\2593.npy,sad,train
features_logmel\train\2594.npy,angry,train
features_logmel\train\2595.npy,happy,train
features_logmel\train\2596.npy,happy,train
features_logmel\train\2597.npy,happy,train
features_logmel\train\2598.npy,happy,train
features_logmel\train\2599.npy,happy,train
features_logmel\train\2600.npy,happy,train
features_logmel\train\2601.npy,neutral,train
features_logmel\train\2602.npy,neutral,train
features_logmel\train\2603.npy,sad,train
features_logmel\train\2604.npy,happy,train
features_logmel\train\2605.npy,sad,train
features_logmel\train\2606.npy,neutral,train
features_logmel\train\2607.npy,happy,train
features_logmel\train\2608.npy,angry,train
features_logmel\train\2609.npy,neutral,train
features_logmel\train\2610.npy,neutral,train
features_logmel\train\2611.npy,neutral,train
features_logmel\train\2612.npy,happy,train
features_logmel\train\2613.npy,sad,train
features_logmel\train\2614.npy,sad,train
features_logmel\train\2615.npy,sad,train
features_logmel\train\2616.npy,angry,train
features_logmel\train\2617.npy,happy,train
features_logmel\train\2618.npy,sad,train
features_logmel\train\2619.npy,neutral,train
features_logmel\train\2620.npy,sad,train
features_logmel\train\2621.npy,angry,train
features_logmel\train\2622.npy,angry,train
features_logmel\train\2623.npy,sad,train
features_logmel\train\2624.npy,happy,train
features_logmel\train\2625.npy,neutral,train
features_logmel\train\2626.npy,angry,train
features_logmel\train\2627.npy,happy,train
features_logmel\train\2628.npy,neutral,train
features_logmel\train\2629.npy,happy,train
features_logmel\train\2630.npy,angry,train
features_logmel\train\2631.npy,neutral,train
features_logmel\train\2632.npy,neutral,train
features_logmel\train\2633.npy,happy,train
features_logmel\train\2634.npy,happy,train
features_logmel\train\2635.npy,angry,train
features_logmel\train\2636.npy,angry,train
features_logmel\train\2637.npy,happy,train
features_logmel\train\2638.npy,angry,train
features_logmel\train\2639.npy,angry,train
features_logmel\train\2640.npy,happy,train
features_logmel\train\2641.npy,angry,train
features_logmel\train\2642.npy,neutral,train
features_logmel\train\2643.npy,neutral,train
features_logmel\train\2644.npy,neutral,train
features_logmel\train\2645.npy,happy,train
features_logmel\train\2646.npy,happy,train
features_logmel\train\2647.npy,neutral,train
features_logmel\train\2648.npy,happy,train
features_logmel\train\2649.npy,angry,train
features_logmel\train\2650.npy,neutral,train
features_logmel\train\2651.npy,sad,train
features_logmel\train\2652.npy,sad,train
features_logmel\train\2653.npy,neutral,train
features_logmel\train\2654.npy,happy,train
features_logmel\train\2655.npy,angry,train
features_logmel\train\2656.npy,angry,train
features_logmel\train\2657.npy,sad,train
features_logmel\train\2658.npy,happy,train
features_logmel\train\2659.npy,angry,train
features_logmel\train\2660.npy,sad,train
features_logmel\train\2661.npy,angry,train
features_logmel\train\2662.npy,angry,train
features_logmel\train\2663.npy,angry,train
features_logmel\train\2664.npy,sad,train
features_logmel\train\2665.npy,neutral,train
features_logmel\train\2666.npy,sad,train
features_logmel\train\2667.npy,angry,train
features_logmel\train\2668.npy,neutral,train
features_logmel\train\2669.npy,happy,train
features_logmel\train\2670.npy,neutral,train
features_logmel\train\2671.npy,neutral,train
features_logmel\train\2672.npy,happy,train
features_logmel\train\2673.npy,happy,train
features_logmel\train\2674.npy,neutral,train
features_logmel\train\2675.npy,sad,train
features_logmel\train\2676.npy,happy,train
features_logmel\train\2677.npy,neutral,train
features_logmel\train\2678.npy,angry,train
features_logmel\train\2679.npy,neutral,train
features_logmel\train\2680.npy,angry,train
features_logmel\train\2681.npy,happy,train
features_logmel\train\2682.npy,neutral,train
features_logmel\train\2683.npy,angry,train
features_logmel\train\2684.npy,sad,train
features_logmel\train\2685.npy,sad,train
features_logmel\train\2686.npy,neutral,train
features_logmel\train\2687.npy,happy,train
features_logmel\train\2688.npy,neutral,train
features_logmel\train\2689.npy,happy,train
features_logmel\train\2690.npy,neutral,train
features_logmel\train\2691.npy,happy,train
features_logmel\train\2692.npy,angry,train
features_logmel\train\2693.npy,sad,train
features_logmel\train\2694.npy,neutral,train
