filepath,dataset,speaker_id,emotion_raw,emotion,split
C:\Code\Python\data\CREMA-D\AudioWAV\1067_TSI_ANG_XX.wav,CREMA-D,1067,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M028.wav,IEMOCAP,Ses02F,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1001_ITS_ANG_XX.wav,CREMA-D,1001,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1025_IEO_ANG_LO.wav,CREMA-D,1025,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1086_DFA_HAP_XX.wav,CREMA-D,1086,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1015_IEO_ANG_MD.wav,CREMA-D,1015,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1033_IEO_NEU_XX.wav,CREMA-D,1033,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1023_IWL_NEU_XX.wav,CREMA-D,1023,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1002_IEO_NEU_XX.wav,CREMA-D,1002,NEU,neutral,train
C:\Code\Python\data\RAVDESS\Actor_14\03-01-03-02-02-02-14.wav,RAVDESS,14,03,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1071_WSI_HAP_XX.wav,CREMA-D,1071,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro05\Ses01M_impro05_F018.wav,IEMOCAP,Ses01M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script03_1\Ses05M_script03_1_M033.wav,IEMOCAP,Ses05M,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1005_IOM_ANG_XX.wav,CREMA-D,1005,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1011_IOM_NEU_XX.wav,CREMA-D,1011,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1041_IEO_SAD_MD.wav,CREMA-D,1041,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro06\Ses02M_impro06_F013.wav,IEMOCAP,Ses02M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro08\Ses03F_impro08_F009.wav,IEMOCAP,Ses03F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_2\Ses05M_script02_2_F037.wav,IEMOCAP,Ses05M,hap,happy,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_12\03-01-05-02-01-02-12.wav,RAVDESS,12,05,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro08\Ses03F_impro08_M012.wav,IEMOCAP,Ses03F,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1080_DFA_SAD_XX.wav,CREMA-D,1080,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro03\Ses05M_impro03_M010.wav,IEMOCAP,Ses05M,hap,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M026.wav,IEMOCAP,Ses02M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1047_IOM_SAD_XX.wav,CREMA-D,1047,SAD,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_17\03-01-05-02-01-01-17.wav,RAVDESS,17,05,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1020_IOM_ANG_XX.wav,CREMA-D,1020,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script03_2\Ses05F_script03_2_M043.wav,IEMOCAP,Ses05F,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro02\Ses02M_impro02_M007.wav,IEMOCAP,Ses02M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro08\Ses05F_impro08_F019.wav,IEMOCAP,Ses05F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1054_ITH_SAD_XX.wav,CREMA-D,1054,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1013_IOM_ANG_XX.wav,CREMA-D,1013,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1034_ITH_NEU_XX.wav,CREMA-D,1034,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro07\Ses01M_impro07_F016.wav,IEMOCAP,Ses01M,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1025_IOM_NEU_XX.wav,CREMA-D,1025,NEU,neutral,train
C:\Code\Python\data\RAVDESS\Actor_17\03-01-02-02-01-01-17.wav,RAVDESS,17,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1002_TAI_HAP_XX.wav,CREMA-D,1002,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1043_DFA_HAP_XX.wav,CREMA-D,1043,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1005_TAI_NEU_XX.wav,CREMA-D,1005,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F014.wav,IEMOCAP,Ses01F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1046_IOM_HAP_XX.wav,CREMA-D,1046,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script03_2\Ses03F_script03_2_F004.wav,IEMOCAP,Ses03F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro01\Ses03M_impro01_F025.wav,IEMOCAP,Ses03M,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro07\Ses04F_impro07_M061.wav,IEMOCAP,Ses04F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_2\Ses01M_script03_2_M039.wav,IEMOCAP,Ses01M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1071_IEO_HAP_HI.wav,CREMA-D,1071,HAP,happy,train
C:\Code\Python\data\RAVDESS\Actor_12\03-01-02-01-02-02-12.wav,RAVDESS,12,02,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro05b\Ses03M_impro05b_M027.wav,IEMOCAP,Ses03M,ang,angry,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_15\03-01-04-02-02-02-15.wav,RAVDESS,15,04,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script02_1\Ses02M_script02_1_F016.wav,IEMOCAP,Ses02M,sad,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_07\03-01-02-01-01-01-07.wav,RAVDESS,07,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1027_IOM_HAP_XX.wav,CREMA-D,1027,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1052_ITS_NEU_XX.wav,CREMA-D,1052,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_1\Ses01F_script03_1_F024.wav,IEMOCAP,Ses01F,exc,happy,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_22\03-01-01-01-01-02-22.wav,RAVDESS,22,01,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1064_IWL_HAP_XX.wav,CREMA-D,1064,HAP,happy,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_20\03-01-05-01-02-01-20.wav,RAVDESS,20,05,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1072_TSI_SAD_XX.wav,CREMA-D,1072,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script03_1\Ses05M_script03_1_F011.wav,IEMOCAP,Ses05M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script02_1\Ses02M_script02_1_M040.wav,IEMOCAP,Ses02M,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1010_TAI_SAD_XX.wav,CREMA-D,1010,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1067_ITS_ANG_XX.wav,CREMA-D,1067,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1028_DFA_ANG_XX.wav,CREMA-D,1028,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script01_1\Ses01F_script01_1_M003.wav,IEMOCAP,Ses01F,neu,neutral,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_13\03-01-04-01-01-02-13.wav,RAVDESS,13,04,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1083_IEO_NEU_XX.wav,CREMA-D,1083,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1026_ITH_NEU_XX.wav,CREMA-D,1026,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1012_WSI_HAP_XX.wav,CREMA-D,1012,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1069_ITS_ANG_XX.wav,CREMA-D,1069,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_3\Ses04F_script01_3_M023.wav,IEMOCAP,Ses04F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1085_MTI_HAP_XX.wav,CREMA-D,1085,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1071_MTI_SAD_XX.wav,CREMA-D,1071,SAD,sad,train
C:\Code\Python\data\RAVDESS\Actor_22\03-01-04-01-02-02-22.wav,RAVDESS,22,04,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1089_IOM_NEU_XX.wav,CREMA-D,1089,NEU,neutral,train
C:\Code\Python\data\RAVDESS\Actor_24\03-01-04-01-02-02-24.wav,RAVDESS,24,04,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1042_IEO_SAD_HI.wav,CREMA-D,1042,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1021_IWW_NEU_XX.wav,CREMA-D,1021,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro06\Ses03F_impro06_F001.wav,IEMOCAP,Ses03F,sad,sad,train
C:\Code\Python\data\RAVDESS\Actor_18\03-01-05-01-01-01-18.wav,RAVDESS,18,05,angry,train
C:\Code\Python\data\RAVDESS\Actor_14\03-01-03-02-01-02-14.wav,RAVDESS,14,03,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1003_IOM_NEU_XX.wav,CREMA-D,1003,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1061_TAI_ANG_XX.wav,CREMA-D,1061,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1075_IWL_HAP_XX.wav,CREMA-D,1075,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro02\Ses05F_impro02_M010.wav,IEMOCAP,Ses05F,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1006_MTI_HAP_XX.wav,CREMA-D,1006,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1028_ITH_SAD_XX.wav,CREMA-D,1028,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1018_ITS_SAD_XX.wav,CREMA-D,1018,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1045_DFA_NEU_XX.wav,CREMA-D,1045,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1073_IOM_SAD_XX.wav,CREMA-D,1073,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro02\Ses05F_impro02_M031.wav,IEMOCAP,Ses05F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1036_IEO_HAP_LO.wav,CREMA-D,1036,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro03\Ses02M_impro03_M026.wav,IEMOCAP,Ses02M,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_1\Ses02F_script02_1_M028.wav,IEMOCAP,Ses02F,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1065_WSI_SAD_XX.wav,CREMA-D,1065,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1048_IWL_ANG_XX.wav,CREMA-D,1048,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script02_2\Ses04F_script02_2_F026.wav,IEMOCAP,Ses04F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1090_MTI_NEU_XX.wav,CREMA-D,1090,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1054_IEO_ANG_HI.wav,CREMA-D,1054,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro08\Ses03F_impro08_F012.wav,IEMOCAP,Ses03F,neu,neutral,train
C:\Code\Python\data\RAVDESS\Actor_10\03-01-02-02-02-02-10.wav,RAVDESS,10,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1048_MTI_HAP_XX.wav,CREMA-D,1048,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1054_IEO_NEU_XX.wav,CREMA-D,1054,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_3\Ses05F_script01_3_M000.wav,IEMOCAP,Ses05F,hap,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1088_ITS_SAD_XX.wav,CREMA-D,1088,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1030_DFA_HAP_XX.wav,CREMA-D,1030,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1047_TSI_ANG_XX.wav,CREMA-D,1047,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro05\Ses04M_impro05_M018.wav,IEMOCAP,Ses04M,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_2\Ses01F_script03_2_M011.wav,IEMOCAP,Ses01F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1075_IWL_ANG_XX.wav,CREMA-D,1075,ANG,angry,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_10\03-01-04-01-02-01-10.wav,RAVDESS,10,04,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_2\Ses04M_script03_2_F047.wav,IEMOCAP,Ses04M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1042_IEO_SAD_MD.wav,CREMA-D,1042,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1015_WSI_HAP_XX.wav,CREMA-D,1015,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script02_1\Ses03F_script02_1_M005.wav,IEMOCAP,Ses03F,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1061_IEO_HAP_HI.wav,CREMA-D,1061,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1089_MTI_HAP_XX.wav,CREMA-D,1089,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1056_TSI_HAP_XX.wav,CREMA-D,1056,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M025.wav,IEMOCAP,Ses02M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1045_TAI_HAP_XX.wav,CREMA-D,1045,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_1\Ses03M_script01_1_F017.wav,IEMOCAP,Ses03M,ang,angry,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_18\03-01-01-01-02-01-18.wav,RAVDESS,18,01,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_1\Ses02F_script01_1_F044.wav,IEMOCAP,Ses02F,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_2\Ses04F_script01_2_F005.wav,IEMOCAP,Ses04F,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script01_3\Ses04M_script01_3_M028.wav,IEMOCAP,Ses04M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_1\Ses02F_script02_1_M031.wav,IEMOCAP,Ses02F,neu,neutral,train
C:\Code\Python\data\RAVDESS\Actor_02\03-01-02-01-01-02-02.wav,RAVDESS,02,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1055_MTI_ANG_XX.wav,CREMA-D,1055,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro04\Ses01M_impro04_M023.wav,IEMOCAP,Ses01M,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro06\Ses03F_impro06_F009.wav,IEMOCAP,Ses03F,sad,sad,train
C:\Code\Python\data\RAVDESS\Actor_24\03-01-02-01-01-01-24.wav,RAVDESS,24,02,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro08\Ses05F_impro08_F018.wav,IEMOCAP,Ses05F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1071_TIE_SAD_XX.wav,CREMA-D,1071,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1070_TAI_ANG_XX.wav,CREMA-D,1070,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_1\Ses05F_script01_1_F026.wav,IEMOCAP,Ses05F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1052_IEO_ANG_LO.wav,CREMA-D,1052,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro02\Ses05F_impro02_M032.wav,IEMOCAP,Ses05F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1069_IWL_HAP_XX.wav,CREMA-D,1069,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1043_DFA_SAD_XX.wav,CREMA-D,1043,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1059_ITH_SAD_XX.wav,CREMA-D,1059,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1071_TAI_SAD_XX.wav,CREMA-D,1071,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_1\Ses05M_script01_1_F004.wav,IEMOCAP,Ses05M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script02_2\Ses02M_script02_2_F031.wav,IEMOCAP,Ses02M,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1007_ITH_HAP_XX.wav,CREMA-D,1007,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro03\Ses04M_impro03_M024.wav,IEMOCAP,Ses04M,hap,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro08\Ses04M_impro08_F023.wav,IEMOCAP,Ses04M,hap,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1069_MTI_HAP_XX.wav,CREMA-D,1069,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1027_TIE_HAP_XX.wav,CREMA-D,1027,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1069_ITS_NEU_XX.wav,CREMA-D,1069,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1072_IOM_ANG_XX.wav,CREMA-D,1072,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1003_ITH_NEU_XX.wav,CREMA-D,1003,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro08\Ses04F_impro08_M024.wav,IEMOCAP,Ses04F,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1019_ITS_NEU_XX.wav,CREMA-D,1019,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1046_ITH_NEU_XX.wav,CREMA-D,1046,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1024_TIE_NEU_XX.wav,CREMA-D,1024,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1078_IEO_SAD_HI.wav,CREMA-D,1078,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1042_ITS_ANG_XX.wav,CREMA-D,1042,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1055_ITS_SAD_XX.wav,CREMA-D,1055,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1026_TAI_NEU_XX.wav,CREMA-D,1026,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1031_TAI_HAP_XX.wav,CREMA-D,1031,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro06\Ses03F_impro06_M005.wav,IEMOCAP,Ses03F,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_2\Ses02F_script02_2_F016.wav,IEMOCAP,Ses02F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1025_ITS_SAD_XX.wav,CREMA-D,1025,SAD,sad,train
C:\Code\Python\data\RAVDESS\Actor_06\03-01-03-01-02-01-06.wav,RAVDESS,06,03,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1054_TSI_HAP_XX.wav,CREMA-D,1054,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1060_TSI_HAP_XX.wav,CREMA-D,1060,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1026_ITH_HAP_XX.wav,CREMA-D,1026,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1036_IEO_ANG_MD.wav,CREMA-D,1036,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1073_TIE_SAD_XX.wav,CREMA-D,1073,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script03_2\Ses05F_script03_2_F033.wav,IEMOCAP,Ses05F,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1038_WSI_ANG_XX.wav,CREMA-D,1038,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro07\Ses02M_impro07_M011.wav,IEMOCAP,Ses02M,hap,happy,train
C:\Code\Python\data\RAVDESS\Actor_23\03-01-03-01-02-02-23.wav,RAVDESS,23,03,happy,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_18\03-01-03-02-01-02-18.wav,RAVDESS,18,03,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1067_ITH_ANG_XX.wav,CREMA-D,1067,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro04\Ses02M_impro04_F010.wav,IEMOCAP,Ses02M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro03\Ses04M_impro03_M020.wav,IEMOCAP,Ses04M,hap,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro05\Ses05F_impro05_M037.wav,IEMOCAP,Ses05F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script01_2\Ses01F_script01_2_M001.wav,IEMOCAP,Ses01F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1062_ITS_ANG_XX.wav,CREMA-D,1062,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1088_IWW_ANG_XX.wav,CREMA-D,1088,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro05\Ses02F_impro05_M005.wav,IEMOCAP,Ses02F,neu,neutral,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_03\03-01-02-01-02-01-03.wav,RAVDESS,03,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1070_IEO_SAD_LO.wav,CREMA-D,1070,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1036_IOM_SAD_XX.wav,CREMA-D,1036,SAD,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_14\03-01-03-01-01-02-14.wav,RAVDESS,14,03,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_3\Ses04F_script01_3_M045.wav,IEMOCAP,Ses04F,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_1\Ses04F_script01_1_M012.wav,IEMOCAP,Ses04F,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro07\Ses01F_impro07_F016.wav,IEMOCAP,Ses01F,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro03\Ses03F_impro03_F004.wav,IEMOCAP,Ses03F,exc,happy,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_15\03-01-05-01-01-02-15.wav,RAVDESS,15,05,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro02\Ses05F_impro02_F010.wav,IEMOCAP,Ses05F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1014_IEO_HAP_LO.wav,CREMA-D,1014,HAP,happy,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_21\03-01-05-01-02-02-21.wav,RAVDESS,21,05,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1077_DFA_SAD_XX.wav,CREMA-D,1077,SAD,sad,train
